Kata,Klasifikasi
agregat,ADJ
.,PUNCT
Ingin,AUX
menghapus,VERB
image,NOUN
Maria,PROPN
yang,PRON
kental,ADJ
melekat,VERB
usai,SCONJ
bermain,VERB
dalam,ADP
Ayat-Ayat,NOUN
Cinta,PROPN
",",PUNCT
Carissa,PROPN
bermain,VERB
dalam,ADP
film,NOUN
drama,NOUN
komedi,NOUN
The,PROPN
Tarix,PROPN
Jabrix,PROPN
.,PUNCT
Bulan,NOUN
Juni,PROPN
2007,NUM
",",PUNCT
Charice,PROPN
diundang,VERB
ke,ADP
demo,NOUN
rekaman,NOUN
untuk,ADP
Ten,PROPN
Songs,PROPN
/,PUNCT
Productions,PROPN
",",PUNCT
perusahaan,NOUN
musik,NOUN
di,ADP
Stockholm,PROPN
",",PUNCT
Swedia,PROPN
.,PUNCT
Beberapa,DET
hari,NOUN
kemudian,ADV
ia,PRON
menyatakan,VERB
menyerah,VERB
secara,ADP
damai,ADJ
.,PUNCT
Segenap,DET
wilayah,NOUN
Geyer,PROPN
dikelilingi,VERB
hutan,NOUN
.,PUNCT
Versi,NOUN
film,NOUN
memperlihatkan,VERB
banyak,DET
pertengkaran,VERB
di,ADP
antara,NOUN
mereka,PRON
dan,CCONJ
seringkali,ADV
disebut,VERB
sebagai,ADP
film,NOUN
dokumenter,NOUN
yang,PRON
mempertontonkan,VERB
proses,NOUN
pembuatan,NOUN
sebuah,DET
album,NOUN
selain,ADP
"""",PUNCT
perpecahan,NOUN
sebuah,DET
grup,NOUN
musik,NOUN
"""",PUNCT
.,PUNCT
Sejak,SCONJ
banyak,DET
perang,NOUN
dilancarkan,VERB
",",PUNCT
para,DET
jenderal,NOUN
melihat,VERB
tidak,PART
alasan,NOUN
untuk,SCONJ
melatih,VERB
pasukan,NOUN
mereka,PRON
",",PUNCT
alhasil,ADV
melemahnya,_
melemah,VERB
nya,PRON
kekuatan,NOUN
pasukan,NOUN
Qing,PROPN
pada,ADP
masa,NOUN
akhir,ADJ
Qianlong,PROPN
.,PUNCT
Lokasi,PROPN
monumen,NOUN
ini,DET
terletak,VERB
di,ADP
depan,NOUN
Kantor,NOUN
Gubernur,PROPN
Kepala,PROPN
Daerah,PROPN
Propinsi,PROPN
Bali,PROPN
yang,PRON
juga,ADV
di,ADP
depan,NOUN
Gedung,PROPN
DPRD,PROPN
Propinsi,PROPN
Bali,PROPN
Niti,PROPN
Mandala,PROPN
Renon,PROPN
persisnya,ADV
di,ADP
Lapangan,PROPN
Puputan,PROPN
Renon,PROPN
.,PUNCT
Apabila,SCONJ
Ahmad,PROPN
dan,CCONJ
Bejo,PROPN
hendak,ADV
bertukar,VERB
berkomunikasi,VERB
",",PUNCT
maka,SCONJ
:,PUNCT
Hal,NOUN
yang,PRON
sama,ADV
terjadi,VERB
apabila,SCONJ
Bejo,PROPN
hendak,ADV
mengirimkan,VERB
pesan,NOUN
ke,ADP
Ahmad,NOUN
Fungsi,NOUN
hash,NOUN
Kriptografis,PROPN
adalah,AUX
fungsi,NOUN
hash,NOUN
yang,PRON
memiliki,VERB
beberapa,DET
sifat,NOUN
keamanan,NOUN
tambahan,NOUN
sehingga,SCONJ
dapat,AUX
dipakai,VERB
untuk,ADP
tujuan,NOUN
keamanan,NOUN
data,NOUN
.,PUNCT
Skenario,NOUN
episode,NOUN
ini,DET
ditulis,VERB
dan,CCONJ
disutradarai,VERB
oleh,ADP
Ian,PROPN
Brennan,PROPN
.,PUNCT
Sebuah,DET
antena,NOUN
(,PUNCT
kemungkinan,NOUN
untuk,ADP
kepentingan,NOUN
radar,NOUN
),PUNCT
yang,PRON
dipasang,VERB
di,ADP
pangkalan,NOUN
Akrotiri,PROPN
dikhawatirkan,VERB
menimbulkan,VERB
efek,NOUN
samping,NOUN
terhadap,ADP
habitat,NOUN
hewan,NOUN
liar,ADJ
dan,CCONJ
kesehatan,NOUN
manusia,NOUN
yang,PRON
tinggal,VERB
di,ADP
Limassol,PROPN
.,PUNCT
Masing-masing,DET
zamannya,_
zaman,NOUN
nya,PRON
hanya,ADV
mewakili,VERB
tahap,NOUN
yang,PRON
terakhir,ADJ
.,PUNCT
Mereka,PRON
menemukan,VERB
bentuk,NOUN
kehidupan,NOUN
yang,PRON
tidak,PART
disangka-sangka,VERB
dari,ADP
permukaan,NOUN
Genesis,PROPN
.,PUNCT
Kesenian,NOUN
Lais,PROPN
Diambil,VERB
Dari,ADP
Nama,NOUN
Seseorang,PRON
Yang,PRON
Sangat,ADV
Terampil,ADJ
Dalam,ADP
Memanjat,VERB
Pohon,NOUN
Kelapa,NOUN
Yang,PRON
Bernama,VERB
?,PUNCT
Dua,NUM
tiga,NUM
hari,NOUN
sebelumnya,ADV
ternyata,VERB
sudah,AUX
ada,VERB
perusahaan,NOUN
lain,ADJ
yang,PRON
didaftarkan,VERB
dengan,ADP
nama,NOUN
Tsūtenkaku,PROPN
Kabushikigaisha,PROPN
.,PUNCT
Pergilah,_
Pergi,VERB
lah,PART
masak,VERB
segera,ADV
",",PUNCT
apa,PRON
digaduhkan,VERB
masak,NOUN
nasi,NOUN
ransom,NOUN
?,PUNCT
Kota,PROPN
Muar,PROPN
juga,ADV
dikenal,VERB
sebagai,ADP
Bandar,PROPN
Maharani,PROPN
",",PUNCT
nama,NOUN
yang,PRON
diberikan,VERB
oleh,ADP
Maharaja,PROPN
Abu,PROPN
Bakar,PROPN
pada,ADP
1884,NUM
.,PUNCT
Lubuklinggau,PROPN
Utara,PROPN
II,NUM
adalah,AUX
sebuah,DET
kecamatan,NOUN
di,ADP
Kota,PROPN
Lubuklinggau,PROPN
",",PUNCT
Sumatera,PROPN
Selatan,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Untuk,ADP
versi,NOUN
lain,ADJ
tentang,ADP
kisah,NOUN
dan,CCONJ
kehidupannya,_
kehidupan,NOUN
nya,PRON
",",PUNCT
lihat,VERB
Khatushyamji,PROPN
.,PUNCT
Pulau,PROPN
Sembilan,NUM
merupakan,VERB
salah,ADJ
satu,NUM
desa,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Pangkalan,PROPN
Susu,PROPN
",",PUNCT
Kabupaten,PROPN
Langkat,NOUN
",",PUNCT
provinsi,PROPN
Sumatera,PROPN
Utara,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Kegunaannya,_
Kegunaan,NOUN
nya,PRON
di,ADP
jalan,NOUN
raya,NOUN
terbatas,VERB
pada,ADP
sopir,NOUN
kendaraan,NOUN
kelas,NOUN
1,NUM
yaitu,ADV
kendaraan,NOUN
pribadi,ADJ
yang,PRON
memiliki,VERB
2,NUM
gandar,NOUN
dan,CCONJ
3,NUM
ban,NOUN
atau,CCONJ
4,NUM
roda,NOUN
.,PUNCT
Kota,NOUN
ini,DET
terkenal,VERB
selama,ADP
Revolusi,PROPN
Rusia,PROPN
1905,NUM
dalam,ADP
melawan,VERB
kekuasaan,NOUN
Tsar,PROPN
",",PUNCT
dan,CCONJ
pada,ADP
tahun,NOUN
1921,NUM
melawan,ADP
kekuasaan,NOUN
Bolshevik,PROPN
",",PUNCT
yang,PRON
telah,AUX
berkuasa,VERB
sejak,ADP
Revolusi,PROPN
Oktober,PROPN
tahun,NOUN
1917,NUM
.,PUNCT
Wartenberg,PROPN
adalah,AUX
kota,NOUN
yang,PRON
terletak,VERB
di,ADP
distrik,NOUN
Erding,PROPN
di,ADP
Bayern,PROPN
",",PUNCT
Jerman,PROPN
.,PUNCT
Chicago,PROPN
Union,PROPN
Station,PROPN
Company,PROPN
(,PUNCT
kode,NOUN
AAR,PROPN
CUST,PROPN
),PUNCT
adalah,AUX
perusahan,NOUN
yang,PRON
memiliki,VERB
bangunan,NOUN
stasiun,NOUN
dan,CCONJ
rel,NOUN
kereta,NOUN
yang,PRON
memasuki,VERB
Union,PROPN
Station,PROPN
di,ADP
Chicago,PROPN
",",PUNCT
Amerika,PROPN
Serikat,PROPN
.,PUNCT
Bukit,PROPN
Sungkai,PROPN
adalah,AUX
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
kecamatan,PROPN
Balai,PROPN
Riam,PROPN
",",PUNCT
Kabupaten,PROPN
Sukamara,PROPN
",",PUNCT
Provinsi,PROPN
Kalimantan,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Kebanyakan,DET
penduduk,NOUN
Gibraltar,PROPN
",",PUNCT
terutama,ADV
yang,PRON
berpendidikan,VERB
tinggi,ADJ
",",PUNCT
mempertuturkan,VERB
bahasa,NOUN
Spanyol,PROPN
standar,ADJ
baik,ADJ
dengan,ADP
dialek,NOUN
Andalusia,PROPN
maupun,CCONJ
Castile,PROPN
dan,CCONJ
bahasa,NOUN
Inggris,PROPN
standar,ADJ
dengan,ADP
variasi,NOUN
Inggris,PROPN
Britania,PROPN
.,PUNCT
Pengguna,PROPN
juga,ADV
dapat,AUX
menentukan,VERB
pengaturan,NOUN
profil,NOUN
seperti,ADP
foto,PROPN
dan,CCONJ
biografi,NOUN
pengguna,NOUN
.,PUNCT
Untuk,SCONJ
melakukan,VERB
hal,NOUN
itu,DET
",",PUNCT
IUCN,PROPN
dibantu,VERB
oleh,ADP
organisasi,NOUN
internasional,ADJ
seperti,ADP
BirdLife,PROPN
International,PROPN
",",PUNCT
Institute,PROPN
of,PROPN
Zoology,PROPN
(,PUNCT
divisi,NOUN
penelitian,NOUN
dari,ADP
Zoological,PROPN
Society,PROPN
of,PROPN
London,PROPN
),PUNCT
",",PUNCT
World,PROPN
Conservation,PROPN
Monitoring,PROPN
Centre,PROPN
",",PUNCT
dan,CCONJ
banyak,ADV
organisasi,NOUN
internasional,ADJ
lainnya,ADJ
yang,PRON
tergabung,VERB
dalam,ADP
Species,PROPN
Survival,PROPN
Commission,PROPN
(,PUNCT
SSC,PROPN
),PUNCT
.,PUNCT
Terletak,VERB
hanya,ADV
enam,NUM
belas,NUM
kilometer,NOUN
dari,ADP
letusan,NOUN
Gunung,PROPN
Vesuvius,PROPN
tahun,NOUN
79,NUM
",",PUNCT
resor,NOUN
pinggir,ADJ
pantai,NOUN
ini,DET
hancur,VERB
akibat,NOUN
letusan,NOUN
tersebut,DET
.,PUNCT
Indonesia,PROPN
dicap,VERB
sebagai,ADP
negara,NOUN
yang,PRON
menduduki,VERB
paksa,VERB
dengan,ADP
militer,ADJ
daerah,NOUN
bekas,NOUN
jajahan,NOUN
Portugal,PROPN
tersebut,DET
.,PUNCT
Taman,PROPN
nasional,ADJ
ini,DET
memiliki,VERB
lebih,ADV
dari,ADP
1.000,NUM
spesies,NOUN
ikan,NOUN
",",PUNCT
di,ADP
antaranya,_
antara,ADP
nya,PRON
adalah,AUX
ikan,NOUN
koloso,NOUN
.,PUNCT
Kapasitas,NOUN
cakram,NOUN
flopi,NOUN
yang,PRON
paling,ADV
umum,ADJ
adalah,AUX
1,NUM
",",PUNCT
44,NUM
MB,PROPN
(,PUNCT
seperti,ADP
yang,PRON
tertera,VERB
pada,ADP
cakram,NOUN
flopi,NOUN
),PUNCT
",",PUNCT
meski,SCONJ
kapasitas,NOUN
sebenarnya,ADJ
adalah,AUX
sekitar,ADP
1,NUM
",",PUNCT
38,NUM
MB,PROPN
.,PUNCT
Berisi,VERB
Firman,PROPN
Allah,PROPN
yang,PRON
disampaikan,VERB
oleh,ADP
nabi,PROPN
Yesaya,PROPN
bin,NOUN
Amos,PROPN
tentang,ADP
Yehuda,PROPN
dan,CCONJ
Yerusalem,PROPN
.,PUNCT
Dalam,ADP
tulisan,NOUN
tersebut,DET
dikisahkan,VERB
tentang,ADP
pengamat,NOUN
budaya,NOUN
zaman,NOUN
Edo,PROPN
bernama,VERB
Gobutsu,PROPN
Kokkeisha,PROPN
menulis,VERB
tentang,ADP
pemandangan,NOUN
festival,NOUN
Tanabata,PROPN
di,ADP
kota,NOUN
Noshiro,PROPN
",",PUNCT
Prefektur,PROPN
Akita,PROPN
pada,ADP
tahun,NOUN
1843,NUM
.,PUNCT
Kekacauan,NOUN
silsilah,NOUN
dan,CCONJ
penempatan,NOUN
posisi,NOUN
itu,DET
mulai,VERB
tampak,VERB
dalam,ADP
naskah,NOUN
Carita,PROPN
Waruga,PROPN
Guru,PROPN
",",PUNCT
yang,PRON
ditulis,VERB
pada,ADP
pertengahan,NOUN
abad,NOUN
ke-18,ADJ
.,PUNCT
Biarlah,_
Biar,PROPN
lah,PART
Sepi,PROPN
adalah,AUX
album,NOUN
ketiga,ADJ
dari,ADP
Sahara,PROPN
Namun,ADV
setelah,ADV
mengangkat,VERB
diri,PRON
sebagai,ADP
Kaisar,PROPN
Liang,PROPN
",",PUNCT
ia,PRON
tidak,PART
mampu,AUX
mencegah,VERB
pembusukan,NOUN
dalam,ADP
tubuh,NOUN
pemerintahannya,_
pemerintahan,NOUN
nya,PRON
sehingga,SCONJ
mulai,ADV
kehilangan,NOUN
dukungan,NOUN
rakyat,NOUN
.,PUNCT
Oleh,ADP
karena,ADP
itu,PRON
",",PUNCT
ruang,NOUN
gerak,NOUN
anak,NOUN
tidak,PART
boleh,AUX
dibatasi,VERB
karena,SCONJ
apabila,SCONJ
kegiatan,NOUN
seorang,DET
anak,NOUN
dibatasi,VERB
maka,SCONJ
itu,DET
sama,ADJ
dengan,ADP
mengikat,VERB
nalar,NOUN
anaknya,_
anak,NOUN
nya,PRON
karena,SCONJ
ia,PRON
tidak,PART
bebas,VERB
untuk,SCONJ
menjelajahi,VERB
lingkungannya,_
lingkungan,NOUN
nya,PRON
.,PUNCT
Namun,ADV
tiga,NUM
hal,NOUN
yang,PRON
mendasari,VERB
seluruh,DET
karyanya,_
karya,NOUN
nya,PRON
adalah,AUX
pertanyaan-pertanyaan,NOUN
:,PUNCT
Apa,PRON
artinya,_
arti,VERB
nya,DET
untuk,ADP
hidup,ADJ
?,PUNCT
Kesempatan,PROPN
Kubica,PROPN
untuk,SCONJ
mengetes,VERB
mobil,NOUN
F1,PROPN
digunakannya,_
digunakan,VERB
nya,PRON
dengan,ADP
baik,ADJ
.,PUNCT
Selama,ADP
masa,NOUN
aktif,ADJ
pertumbuhannya,_
pertumbuhan,NOUN
nya,PRON
",",PUNCT
alfalfa,NOUN
tidak,PART
membutuhkan,VERB
tanah,NOUN
yang,PRON
basah,ADJ
.,PUNCT
Penggetar,PROPN
ganda,NOUN
terdiri,VERB
atas,ADP
dua,NUM
irisan,NOUN
buluh,NUM
yang,PRON
saling,ADV
bergetar,VERB
dan,CCONJ
membunyikan,VERB
kolom,NOUN
udara,NOUN
yang,PRON
berada,VERB
di,ADP
dalam,ADP
tabung,NOUN
alat,NOUN
musik,NOUN
.,PUNCT
Bagaimanakah,_
Bagaimana,ADV
kah,PART
Dini,PROPN
dan,CCONJ
Adrian,PROPN
menyiasati,VERB
pernikahan,NOUN
mereka,PRON
?,PUNCT
Pertama,ADJ
diterbangkan,VERB
pada,ADP
tahun,NOUN
1985,NUM
",",PUNCT
telah,AUX
diluncurkan,VERB
37,NUM
kali,NOUN
",",PUNCT
dengan,ADP
enam,NUM
kegagalan,NOUN
.,PUNCT
Kemudian,SCONJ
",",PUNCT
di,ADP
pertandingan,NOUN
ganda,ADJ
",",PUNCT
berpasangan,VERB
dengan,ADP
Laurynas,PROPN
Grigelis,PROPN
",",PUNCT
secara,ADP
mudah,ADJ
mereka,PRON
mengalahkan,VERB
James,PROPN
Cluskey,PROPN
dan,CCONJ
Barry,PROPN
King,PROPN
dengan,ADP
skor,NOUN
6,NUM
–,PUNCT
3,NUM
",",PUNCT
6,NUM
–,PUNCT
3,NUM
",",PUNCT
6,NUM
–,PUNCT
4,NUM
dan,CCONJ
membawa,VERB
kemenangan,NOUN
untuk,ADP
Lituania,PROPN
.,PUNCT
The,PROPN
Moffatts,PROPN
kemudian,ADV
membubarkan,VERB
diri,PRON
pada,ADP
tahun,NOUN
yang,PRON
sama,ADJ
.,PUNCT
Yang,PRON
terakhir,ADJ
adalah,AUX
Kali,PROPN
Yuga,PROPN
atau,CCONJ
zaman,NOUN
Besi,PROPN
di,ADP
mana,PRON
peradaban,NOUN
akan,AUX
merosot,VERB
secara,ADP
rohani,ADJ
",",PUNCT
hidup,NOUN
manusia,NOUN
berkurang,VERB
karena,ADP
kekerasan,NOUN
dan,CCONJ
penyakit,NOUN
dan,CCONJ
alam,NOUN
pada,ADP
umumnya,ADV
mengalami,VERB
kematian,NOUN
.,PUNCT
Watu,PROPN
Melomba,PROPN
adalah,AUX
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
Kecamatan,PROPN
Tontonunu,PROPN
",",PUNCT
Kabupaten,PROPN
Bombana,PROPN
",",PUNCT
Sulawesi,PROPN
Tenggara,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Dalam,ADP
bidang,NOUN
industri,NOUN
dan,CCONJ
komersial,ADJ
",",PUNCT
kondisi,NOUN
standar,ADJ
temperatur,NOUN
dan,CCONJ
tekanan,NOUN
bisanya,ADV
perlu,ADV
disebutkan,VERB
untuk,SCONJ
merujuk,VERB
pada,ADP
kondisi,NOUN
referensi,NOUN
standar,ADJ
untuk,SCONJ
mengekspresikan,VERB
volume,NOUN
gas,NOUN
dan,CCONJ
cairan,NOUN
dan,CCONJ
kuantitas,NOUN
lainnya,ADJ
.,PUNCT
Pododadi,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,PROPN
Karanganyar,PROPN
",",PUNCT
Pekalongan,PROPN
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Hal,NOUN
ini,DET
membuat,VERB
sistem,NOUN
gas,NOUN
lift,NOUN
menjadi,VERB
sangat,ADV
fleksibel,ADJ
",",PUNCT
dimana,ADP
penataan,NOUN
ulang,NOUN
katup-katup,NOUN
yang,PRON
ada,VERB
dapat,AUX
dilakukan,VERB
dengan,SCONJ
relatif,ADV
mudah,ADJ
dan,CCONJ
murah,ADJ
tanpa,ADP
memerlukan,VERB
pencabutan,NOUN
tubing,NOUN
produksi,NOUN
.,PUNCT
Mengapa,ADV
Ibu,PROPN
Pertiwi,PROPN
belum,PART
juga,ADV
bisa,AUX
menjadi,VERB
mercusuar,NOUN
dunia,NOUN
?,PUNCT
Reduksionisme,NOUN
ontologis,ADJ
tanda,NOUN
adalah,AUX
gagasan,NOUN
bahwa,SCONJ
setiap,DET
hal,NOUN
yang,PRON
ada,VERB
adalah,AUX
sebuah,DET
gabungan,NOUN
hal,NOUN
.,PUNCT
Si,PROPN
Maqian,PROPN
—,PUNCT
ahli,NOUN
sejarah,NOUN
zaman,NOUN
dinasti,ADP
Han,NOUN
—,PUNCT
menulis,VERB
bahwa,SCONJ
sebelum,ADP
dinasti,NOUN
Qin,PROPN
",",PUNCT
Guzheng,PROPN
sudah,AUX
menjadi,VERB
alat,NOUN
musik,NOUN
populer,NOUN
untuk,SCONJ
mengiringi,VERB
lagu,NOUN
.,PUNCT
Lambang,NOUN
kota,NOUN
Warsawa,PROPN
bentuk,NOUN
berupa,VERB
syrenka,NOUN
(,PUNCT
"""",PUNCT
putri,NOUN
duyung,NOUN
kecil,ADJ
"""",PUNCT
),PUNCT
pada,ADP
sebuah,DET
latar,NOUN
belakang,NOUN
berwarna,VERB
merah,ADJ
.,PUNCT
Air,NOUN
Molek,PROPN
I,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
kelurahan,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Pasir,PROPN
Penyu,PROPN
",",PUNCT
Kabupaten,PROPN
Indragiri,NOUN
Hulu,PROPN
",",PUNCT
provinsi,PROPN
Riau,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Mereka,PRON
masih,ADV
saling,ADV
merindukan,VERB
.,PUNCT
Secara,ADP
strategis,ADJ
",",PUNCT
kampanye,PROPN
Guadalkanal,PROPN
harus,AUX
dibayar,VERB
mahal,ADJ
oleh,ADP
Jepang,PROPN
dalam,ADP
bentuk,NOUN
materiil,ADJ
dan,CCONJ
sumber,NOUN
daya,NOUN
manusia,NOUN
.,PUNCT
Musim,NOUN
durian,NOUN
biasanya,ADV
sekitar,ADP
bulan,NOUN
Desember,NOUN
s,X
/,PUNCT
d,X
bulan,NOUN
Januari,PROPN
.,PUNCT
Berikut,PROPN
merupakan,VERB
8,NUM
tim,NOUN
yang,PRON
berpartisipasi,VERB
untuk,ADP
edisi,NOUN
ini,DET
.,PUNCT
Pada,ADP
tingkat,NOUN
zona,NOUN
analisis,NOUN
lalu,NOUN
lintas,NOUN
",",PUNCT
tata,NOUN
guna,NOUN
lahan,NOUN
akan,AUX
menghasilkan,VERB
atau,CCONJ
membangkitkan,VERB
perjalanan,NOUN
.,PUNCT
Melanie,PROPN
C,PROPN
mendapatkan,VERB
julukan,VERB
Sporty,PROPN
spice,PROPN
karena,ADP
gaya,NOUN
dan,CCONJ
penampilannya,_
penampilan,NOUN
nya,PRON
yang,PRON
tomboy,ADJ
dan,CCONJ
sporty,ADJ
.,PUNCT
Jaka,NOUN
Tarub,PROPN
memohon,VERB
istrinya,_
istri,NOUN
nya,PRON
untuk,SCONJ
tidak,PART
kembali,VERB
ke,ADP
kahyangan,NOUN
.,PUNCT
Stasiun,NOUN
ini,DET
juga,ADV
merupakan,VERB
tempat,NOUN
penimbunan,NOUN
kricak,NOUN
atau,CCONJ
batu-batu,NOUN
ballast,ADJ
untuk,SCONJ
digunakan,VERB
di,ADP
jalur-jalur,NOUN
KA,PROPN
Sumatera,PROPN
Utara,PROPN
",",PUNCT
oleh,ADP
karena,ADP
itu,DET
di,ADP
sekitar,ADP
stasiun,NOUN
ini,DET
terdapat,VERB
banyak,ADV
gerbong-gerbong,NOUN
TTW,PROPN
",",PUNCT
YYU,PROPN
dan,CCONJ
TTRW,NOUN
yang,PRON
digunakan,VERB
sebagai,ADP
pengangkut,NOUN
kricak,NOUN
.,PUNCT
Karena,SCONJ
benar,ADJ
",",PUNCT
jawaban,NOUN
James,PROPN
telah,AUX
membuat,VERB
gurunya,_
guru,NOUN
nya,PRON
senang,ADJ
.,PUNCT
Banyak,DET
warga,NOUN
desa,NOUN
Jipang,PROPN
mengkeramatkan,VERB
tempat,NOUN
ini,DET
",",PUNCT
kenapa,ADV
kok,X
dikeramatkan,VERB
?,PUNCT
Selebriti,PROPN
(,PUNCT
bahasa,NOUN
Inggris,PROPN
:,PUNCT
celebrity,PROPN
),PUNCT
atau,CCONJ
pesohor,NOUN
ialah,AUX
orang,NOUN
terkenal,ADJ
lantaran,SCONJ
terlalu,ADV
dekatnya,_
dekat,ADJ
nya,DET
dengan,ADP
dunia,NOUN
pemberitaan,NOUN
(,PUNCT
pers,NOUN
),PUNCT
.,PUNCT
Pada,ADP
prasasti,NOUN
Hantang,NOUN
",",PUNCT
atau,CCONJ
biasa,ADV
juga,ADV
disebut,VERB
prasasti,NOUN
Ngantang,NOUN
",",PUNCT
terdapat,VERB
semboyan,NOUN
Panjalu,PROPN
Jayati,PROPN
",",PUNCT
yang,PRON
artinya,_
arti,NOUN
nya,PRON
Kadiri,PROPN
menang,VERB
.,PUNCT
Arjuna,PROPN
ditugasi,VERB
memimpin,VERB
pasukan,NOUN
untuk,SCONJ
mengikuti,VERB
dan,CCONJ
mengawal,VERB
kuda,NOUN
tersebut,DET
.,PUNCT
Bangunan,NOUN
yang,PRON
sering,ADV
disebut,VERB
dengan,ADP
nama,NOUN
LOJI,PROPN
oleh,ADP
masyarakat,NOUN
sekitar,ADP
itu,DET
adalah,AUX
rumah,NOUN
singgah,NOUN
Pahlawan,PROPN
Kemerdekaan,PROPN
NKRI,PROPN
yakni,SCONJ
Dr,PROPN
.,PUNCT
KRT,PROPN
Radjiman,PROPN
Wedyodiningrat,PROPN
",",PUNCT
ia,PRON
merupakan,VERB
salah,ADJ
satu,NUM
pendiri,NOUN
organisasi,NOUN
Boedi,PROPN
Oetomo,PROPN
dan,CCONJ
sempat,ADV
menjabat,VERB
sebagai,ADP
ketua,NOUN
pada,ADP
tahun,NOUN
1914,NUM
-,PUNCT
1915,NUM
",",PUNCT
dan,CCONJ
salah,ADJ
satu,NUM
cikal,NOUN
bakal,ADJ
tercetusnya,_
tercetus,VERB
nya,DET
Negara,PROPN
Republik,PROPN
Indonesia,PROPN
.,PUNCT
RX,PROPN
-,PUNCT
78,NUM
-,PUNCT
2,NUM
juga,ADV
menerima,VERB
banyak,ADV
kemunculan,NOUN
kameo,NOUN
di,ADP
anime,NOUN
Sersan,PROPN
Keroro,PROPN
.,PUNCT
Klasifikasi,NOUN
model,NOUN
keluaran,NOUN
Bandai,PROPN
yang,PRON
sekarang,ADV
juga,ADV
menggunakan,VERB
kepala,NOUN
Gundam,PROPN
sebagai,ADP
ikon,NOUN
.,PUNCT
Dia,PRON
juga,ADV
tergabung,VERB
dalam,ADP
timnas,NOUN
U,PROPN
-,PUNCT
17,NUM
dan,CCONJ
U,PROPN
-,PUNCT
20,NUM
untuk,ADP
Brasil,PROPN
.,PUNCT
Konflik,PROPN
yang,PRON
terus,ADV
-,PUNCT
menerus,VERB
dengan,ADP
penduduk,NOUN
asli,ADJ
menyebabkan,VERB
orang,NOUN
Hakka,PROPN
berani,ADJ
mengambil,VERB
resiko,NOUN
untuk,SCONJ
keluar,VERB
dari,ADP
tempat,NOUN
asal,NOUN
dan,CCONJ
berimigirasi,VERB
ke,ADP
berbagai,DET
tempat,NOUN
di,ADP
Tiongkok,PROPN
dan,CCONJ
luar,NOUN
negeri,NOUN
.,PUNCT
Ia,PRON
bermain,VERB
untuk,ADP
FC,PROPN
Dnepr,PROPN
Smolensk,PROPN
di,ADP
Divisi,PROPN
Kedua,ADJ
Rusia,PROPN
.,PUNCT
Perbedaan,PROPN
utamanya,ADV
adalah,AUX
waktu,NOUN
bicara,NOUN
yang,PRON
lebih,ADV
lama,ADV
(,PUNCT
10,NUM
",",PUNCT
2,NUM
jam,NOUN
),PUNCT
disebabkan,VERB
baterai,NOUN
yang,PRON
lebih,ADV
besar,ADJ
(,PUNCT
baterai,PROPN
1800mAh,PROPN
),PUNCT
",",PUNCT
kamera,NOUN
depan,ADJ
1.3,NUM
Megapiksel,NUM
yang,PRON
telah,AUX
dikembangkan,VERB
",",PUNCT
beban,NOUN
lebih,ADV
ringan,ADJ
",",PUNCT
dimensi,NOUN
lebih,ADV
panjang,ADJ
dan,CCONJ
lebar,ADJ
.,PUNCT
Air,PROPN
Transat,PROPN
memiliki,VERB
2.667,NUM
karyawan,NOUN
.,PUNCT
Akibatnya,SCONJ
beberapa,DET
tanah,NOUN
para,DET
pejabat,NOUN
kampung,NOUN
menjadi,VERB
milik,NOUN
Gubernemen,PROPN
.,PUNCT
Penampilan,NOUN
debut,NOUN
Kyuhyun,PROPN
adalah,AUX
pada,ADP
tanggal,NOUN
26,NUM
Mei,PROPN
2006,NUM
di,ADP
SBS,PROPN
I,PROPN
-,PUNCT
Concert,PROPN
",",PUNCT
saat,NOUN
itu,DET
ia,PRON
turut,ADV
menampilkan,VERB
single,PROPN
"""",PUNCT
U,PROPN
"""",PUNCT
.,PUNCT
Stadion,PROPN
ini,DET
terletak,VERB
di,ADP
pusat,NOUN
Kota,PROPN
Subang,PROPN
.,PUNCT
Hari,PROPN
Kemenangan,PROPN
atas,ADP
Jepang,PROPN
atau,CCONJ
VJ,PROPN
Day,PROPN
(,PUNCT
singkatan,NOUN
untuk,ADP
Victory,PROPN
over,PROPN
Japan,PROPN
Day,PROPN
),PUNCT
adalah,AUX
sebutan,NOUN
untuk,ADP
hari,NOUN
kapitulasi,NOUN
Jepang,PROPN
yang,PRON
secara,ADP
resmi,ADJ
mengakhiri,VERB
Perang,PROPN
Dunia,PROPN
II,NUM
.,PUNCT
Istilah,NOUN
Hari,PROPN
