text,label,pisah_hashtag&kata
"Hasil tambangnya diambil oleh China,,,eeee bekas galiannya mau bikun IKN minta bantuan pinjaman ke Arab...ga punya malu apa !",negative,"Hasil tambangnya diambil oleh China,,,eeee bekas galiannya mau bikun IKN minta bantuan pinjaman ke Arab...ga punya malu apa !"
"Itu keinginan si nganu,duitnya untuk ini, itu ,anu IKN....",negative,"Itu keinginan si nganu,duitnya untuk ini, itu ,anu IKN...."
"Tidak ada Relevansi menambah masa jabatan Presiden,mendingan pemerintah focus urus minyak goreng yang entah sampai kapan langkah, bicara IKN nomor 1 tetapi beri solusi nyata atasi minyak goreng lambat bukan main..",negative,"Tidak ada Relevansi menambah masa jabatan Presiden,mendingan pemerintah focus urus minyak goreng yang entah sampai kapan langkah, bicara IKN nomor 1 tetapi beri solusi nyata atasi minyak goreng lambat bukan main.."
"bukan terganggu, tapi pemilik modal sudah menodong senjata,

reklamasi gagal lanjut Ke IKN jika gagal juga nyawa taruhannya..
#LBPPerdanaMenteriGadungan
#LBPPerdanaMenteriGadungan",negative,"bukan terganggu, tapi pemilik modal sudah menodong senjata,

reklamasi gagal lanjut Ke IKN jika gagal juga nyawa taruhannya..
#LBPPerdana Menteri Gadungan
#LBPPerdana Menteri Gadungan"
"Sarkasme banget ,mau bilang pemerintah pusat gak mampu mengendalikan harga harga pangan pada naik karena terlalu fokus kejar tayang IKN ......takut ya !!!",negative,"Sarkasme banget ,mau bilang pemerintah pusat gak mampu mengendalikan harga harga pangan pada naik karena terlalu fokus kejar tayang IKN ......takut ya !!!"
"Daripada menunda pemilu, mending menunda IKN.

Setuju?",negative,"Daripada menunda pemilu, mending menunda IKN.

Setuju?"
ritual baru setelah mengumpulkan tanah di IKN,negative,ritual baru setelah mengumpulkan tanah di IKN
Mereka itu personel cerdas. Bisa menghitung manfaat dan mudhorotnya pindah IKN pada saat ini. Mereka gak' asal nolak.,negative,Mereka itu personel cerdas. Bisa menghitung manfaat dan mudhorotnya pindah IKN pada saat ini. Mereka gak' asal nolak.
Bukan formula e tapi ikn sama mandalika dan radkal radikul,negative,Bukan formula e tapi ikn sama mandalika dan radkal radikul
"Semua kena,kecuali mandalika,bali,dan IKN baru...kan ada yang mau camping...",negative,"Semua kena,kecuali mandalika,bali,dan IKN baru...kan ada yang mau camping..."
Merenung mikiran nyari tambahan buat IKN.....ya kepikiran nya rakyat lagi yg diperah ... dengan menaikkan harga sembako,negative,Merenung mikiran nyari tambahan buat IKN.....ya kepikiran nya rakyat lagi yg diperah ... dengan menaikkan harga sembako
"Lagi Kalap si Opung.....keliatan Paniknya...., Klo ga ditunda Proyek IKN akan sama dgn Pulau Reklamasi Garapan Opung......wkwkwkwkwk....Anie pelaku gagalnya Pulau Reklamasi...., Dan 2024 survey yg jujur Anies punya kans besar jadi Presiden...wew mungkin opung Takut....hahaha",negative,"Lagi Kalap si Opung.....keliatan Paniknya...., Klo ga ditunda Proyek IKN akan sama dgn Pulau Reklamasi Garapan Opung......wkwkwkwkwk....Anie pelaku gagalnya Pulau Reklamasi...., Dan 2024 survey yg jujur Anies punya kans besar jadi Presiden...wew mungkin opung Takut....hahaha"
"Rakyat di abaikan 
 Mikirnya IKN  yg Jor Joran...

#LuhutBiangKerokPerusak 
#LuhutBiangKerokPerusak",negative,"Rakyat di abaikan 
 Mikirnya IKN  yg Jor Joran...

#Luhut Biang Kerok Perusak 
#Luhut Biang Kerok Perusak"
Emg si dukun udh pernah jg ngurusin pembuatan IKN di negara lain?emg ngaco dah si nganu,negative,Emg si dukun udh pernah jg ngurusin pembuatan IKN di negara lain?emg ngaco dah si nganu
Wah pak dhe mau berkuasa sampai IKN beres,negative,Wah pak dhe mau berkuasa sampai IKN beres
Mengkonfirmasi ikn ini proyek oligarki. Produksi ruang baru bagi ekspansi kapitalnya segelintir pemodal oligark,negative,Mengkonfirmasi ikn ini proyek oligarki. Produksi ruang baru bagi ekspansi kapitalnya segelintir pemodal oligark
Naskah akademik IKN saja di tertawakan,negative,Naskah akademik IKN saja di tertawakan
Nih partai ama pendukungnya buruan pindahlah ke IKN....,negative,Nih partai ama pendukungnya buruan pindahlah ke IKN....
Chusnul chusnul... Piye kalimantan????bukankah IKN habisin beberapa hektar hutan disana yg jd paru paru dunia hanya untuk ambisi tiga periode,negative,Chusnul chusnul... Piye kalimantan????bukankah IKN habisin beberapa hektar hutan disana yg jd paru paru dunia hanya untuk ambisi tiga periode
"Kepala Otorita IKN siapa...?

Tetap saja Jawa",negative,"Kepala Otorita IKN siapa...?

Tetap saja Jawa"
"IKN ""ikutan kekua Nimbrung""",negative,"IKN ""ikutan kekua Nimbrung"""
Seharusnya khawatir kalau investor memastikan mencoret IKN dari daftar investasi...wkwkwk,negative,Seharusnya khawatir kalau investor memastikan mencoret IKN dari daftar investasi...wkwkwk
"Sip 
Ikn 
Unfaedah",negative,"Sip 
Ikn 
Unfaedah"
"Lahan untuk ikn itu ribuan hektar, tidak mungkin tidak termasuk lahan penduduk sekitar, makanya perluas pemikiran seluas rencana ikn yang tidak mampu dipikir oleh rakyat",negative,"Lahan untuk ikn itu ribuan hektar, tidak mungkin tidak termasuk lahan penduduk sekitar, makanya perluas pemikiran seluas rencana ikn yang tidak mampu dipikir oleh rakyat"
Yang gak mendukung IKN itu orang2 koplak,negative,Yang gak mendukung IKN itu orang2 koplak
"Kalau bisa yg lebih yg bermanfaat pak, kalau saya lihat promonya berkemah..tapi hutan bakal di tebang bangun IKN",negative,"Kalau bisa yg lebih yg bermanfaat pak, kalau saya lihat promonya berkemah..tapi hutan bakal di tebang bangun IKN"
"jokowi mengkritik presiden yg ngotot bikin IKN

hasyuu.. hasyuuu..",negative,"jokowi mengkritik presiden yg ngotot bikin IKN

hasyuu.. hasyuuu.."
Lbh seru lagi di ajak.kemah di kalimantan. Biar mereka tertarik dan nyumbang. Buat membangun ikn,negative,Lbh seru lagi di ajak.kemah di kalimantan. Biar mereka tertarik dan nyumbang. Buat membangun ikn
"Direalisasikan jokowi disaat rakyatnya sedang kesulitan ekonominya krena pandemi, phk dimana2, hrga kebutuhan pokok naik, migor langka.Egoiss namanya, seolah bodo amat sm rakyat yg penting IKN jlan trus, presiden sblumnya atleast mkrin kondisi rakyat, gak grusa-grusu begini.",negative,"Direalisasikan jokowi disaat rakyatnya sedang kesulitan ekonominya krena pandemi, phk dimana2, hrga kebutuhan pokok naik, migor langka.Egoiss namanya, seolah bodo amat sm rakyat yg penting IKN jlan trus, presiden sblumnya atleast mkrin kondisi rakyat, gak grusa-grusu begini."
Kemah d IKN = esemka ...?,negative,Kemah d IKN = esemka ...?
"Gaduh seluruh negri, minyak goreng langka, utang yg membengkak,banyak perusaahaan negara kolaps, batalkan IKN, tangkap para begundal2 pengpeng yg mencari keuntungan dgn rakyat nya,berantas Komunisme dan liberalisme, Solusi hanya satu Ganti rezim #PemiluSerentak2024",negative,"Gaduh seluruh negri, minyak goreng langka, utang yg membengkak,banyak perusaahaan negara kolaps, batalkan IKN, tangkap para begundal2 pengpeng yg mencari keuntungan dgn rakyat nya,berantas Komunisme dan liberalisme, Solusi hanya satu Ganti rezim #Pemilu Serentak2024"
Kenapa kl berkaitan dgn IKN selalu dipercepat tp kl berkaitan dgn masa jabatan sll ditunda ya,negative,Kenapa kl berkaitan dgn IKN selalu dipercepat tp kl berkaitan dgn masa jabatan sll ditunda ya
"Ini kenapa kaum-kaum stunting dengan enaknya pecat ASN yang engga pindah ke IKN sih

Analogi sederhana deh, misal suatu perusahaan memiliki 100 karyawan, tiba-tiba 90 orang resign, apa yang akan terjadi di perusahaan tersebut?

Oh iya, netijen stunting mana paham ya",negative,"Ini kenapa kaum-kaum stunting dengan enaknya pecat ASN yang engga pindah ke IKN sih

Analogi sederhana deh, misal suatu perusahaan memiliki 100 karyawan, tiba-tiba 90 orang resign, apa yang akan terjadi di perusahaan tersebut?

Oh iya, netijen stunting mana paham ya"
"hahaha.. 
kasih wisata puncak kawin kontrak aja doi udh seneng..
kayak orang bener aja urusin IKN..",negative,"hahaha.. 
kasih wisata puncak kawin kontrak aja doi udh seneng..
kayak orang bener aja urusin IKN.."
"Di ikn itu gak ada lagi tanah Ulayat/adat ya ?
Berarti ntar saudara Kalimantan jadi orang pinggiran yang hanya melongo melihat gedung megah di tanah kelahiran",negative,"Di ikn itu gak ada lagi tanah Ulayat/adat ya ?
Berarti ntar saudara Kalimantan jadi orang pinggiran yang hanya melongo melihat gedung megah di tanah kelahiran"
Lah kirain ridwan kamil ato gak ahok yg bakal jadi kepala badan otorita ikn,negative,Lah kirain ridwan kamil ato gak ahok yg bakal jadi kepala badan otorita ikn
Berharap gak jadi (compang) camping mengingat investor IKN mulai mengundurkan diri.,negative,Berharap gak jadi (compang) camping mengingat investor IKN mulai mengundurkan diri.
"bgmn indonesia mnjd  negara besar yg disegani dunia,makmur sampai anak cucu,pastinya jgn sampai ada penduduknya/pemerintahannya yg msh berfikir picis,culas hny mmntgkn pribadi,yg radikal, terorisme,apalagi korupsi +yg masih pny hutang negara
semoga ikn lancar jaya&tdk ""MANGKRAK""",negative,"bgmn indonesia mnjd  negara besar yg disegani dunia,makmur sampai anak cucu,pastinya jgn sampai ada penduduknya/pemerintahannya yg msh berfikir picis,culas hny mmntgkn pribadi,yg radikal, terorisme,apalagi korupsi +yg masih pny hutang negara
semoga ikn lancar jaya&tdk ""MANGKRAK"""
Setelah Nunda pemilu agenda selanjutnya bikin peraturan tentang 3 periode diem2. Sampe IKN resmi pindah. Dan mulai menguasai negara dari IKN yg baru. Jangan bilang gini skemanya.,negative,Setelah Nunda pemilu agenda selanjutnya bikin peraturan tentang 3 periode diem2. Sampe IKN resmi pindah. Dan mulai menguasai negara dari IKN yg baru. Jangan bilang gini skemanya.
Gue yakin.. IKN akhirnya Mangkrak. Hakkul yaqin,negative,Gue yakin.. IKN akhirnya Mangkrak. Hakkul yaqin
"Telak , ternyata menyimpan dendam. Setelah kereta cepat Jakarta Bandung Jepang yg hitung Cina yg kerjakan hingga anggaran membengkak , suntikan dana untuk IKN pun mereka cabut. Sakitnya ku disini.",negative,"Telak , ternyata menyimpan dendam. Setelah kereta cepat Jakarta Bandung Jepang yg hitung Cina yg kerjakan hingga anggaran membengkak , suntikan dana untuk IKN pun mereka cabut. Sakitnya ku disini."
"Ahok ternyata banyak jasanya , menyisakan tanah gusuran untuk IKN",negative,"Ahok ternyata banyak jasanya , menyisakan tanah gusuran untuk IKN"
"Apakah proyek IKN ini menjadi salah satu,atau jd sebab utama perpanjangan masa jabatan presiden?
Untuk menutup bau amis dari proyek ini,atau para cukongnya takut berakhir seperti reklamasi jakarta?
Atau malah lebih parah,untuk menutupi patgulipat proyek stategis lainnya?",negative,"Apakah proyek IKN ini menjadi salah satu,atau jd sebab utama perpanjangan masa jabatan presiden?
Untuk menutup bau amis dari proyek ini,atau para cukongnya takut berakhir seperti reklamasi jakarta?
Atau malah lebih parah,untuk menutupi patgulipat proyek stategis lainnya?"
"Ngurusin minyak goreng saja gagal, sok sibuk dngn IKN",negative,"Ngurusin minyak goreng saja gagal, sok sibuk dngn IKN"
"Bingung kali...

Lobby utangan baru buat proyek IKN. Padahal APBN tahunan sudah jelas minus",negative,"Bingung kali...

Lobby utangan baru buat proyek IKN. Padahal APBN tahunan sudah jelas minus"
Hahahaha...apalagi inpestor jepang usah cabut dr ikn. Nambah minta nambah periode,negative,Hahahaha...apalagi inpestor jepang usah cabut dr ikn. Nambah minta nambah periode
"KATA ORANG TANAH KITA TANAH SURGA
TONGKAT KAYU & BATU JADI TANAMAN

RAKYAT SUSAH, MALAH MAIN TANAH PAKE AIR.
APA IKN PENTING BAGI RAKYAT/PEMERINTAH ?
JAWABANNYA KAGAK, KAGAK SEKARANG.",negative,"KATA ORANG TANAH KITA TANAH SURGA
TONGKAT KAYU & BATU JADI TANAMAN

RAKYAT SUSAH, MALAH MAIN TANAH PAKE AIR.
APA IKN PENTING BAGI RAKYAT/PEMERINTAH ?
JAWABANNYA KAGAK, KAGAK SEKARANG."
Mungkin mereka akan gosok itu kendi2 agar keluar jinnya.  Jadi nanti yang bangun IKN para jin2 kendi itu.,negative,Mungkin mereka akan gosok itu kendi2 agar keluar jinnya.  Jadi nanti yang bangun IKN para jin2 kendi itu.
"Kadrun itu pesek tp kearab²an dan hanya di Indonesia.. Klo yg mau invest IKN orang Arab asli.. Loe 
@Nandaa_80
 klo jd kadrun jangan bodoh banget ya",negative,"Kadrun itu pesek tp kearab²an dan hanya di Indonesia.. Klo yg mau invest IKN orang Arab asli.. Loe 
@Nandaa_80
 klo jd kadrun jangan bodoh banget ya"
Arahnya jelas.. IKN emang proyek..,negative,Arahnya jelas.. IKN emang proyek..
Wkwkw IKN proyek buat ngalihin komen org terhadap kinerja pemerintah skrg aja bg. Gk bakalan terwujud juga di jamin dah. Yg kdua karena sakit hati sama anis baswedan aja di pindahin. Biar rakyat mikir IKN mulu wkwkw.,negative,Wkwkw IKN proyek buat ngalihin komen org terhadap kinerja pemerintah skrg aja bg. Gk bakalan terwujud juga di jamin dah. Yg kdua karena sakit hati sama anis baswedan aja di pindahin. Biar rakyat mikir IKN mulu wkwkw.
"BACOT!
Kalau lebih penting dari infrastuktur, harusnya berhentikan proyek IKN baru di tempat buang anak jin!

Suruh ngaca tuh presidenmu!
Biar sadar puny tabiat ngibul, nyusahin banyak orang, juga plonga-plongo!",negative,"BACOT!
Kalau lebih penting dari infrastuktur, harusnya berhentikan proyek IKN baru di tempat buang anak jin!

Suruh ngaca tuh presidenmu!
Biar sadar puny tabiat ngibul, nyusahin banyak orang, juga plonga-plongo!"
memperpanjang maaa jabatan buat apa? mau nambah utang terus? maksa utang buat bangun ikn? meres rakyat buat bayar utang?,negative,memperpanjang maaa jabatan buat apa? mau nambah utang terus? maksa utang buat bangun ikn? meres rakyat buat bayar utang?
Dukun mulai bertindak ketika ikn ditolak,negative,Dukun mulai bertindak ketika ikn ditolak
"Saya usulkan 
@jokowi
 agar memelihara banyak KALAJENGKING utk membiayai IKN...supaya tidak.memberatkan rakyat...",negative,"Saya usulkan 
@jokowi
 agar memelihara banyak KALAJENGKING utk membiayai IKN...supaya tidak.memberatkan rakyat..."
"Kalo dana belum ada, lebih bagus ditunda dulu, lagian belum mendesak betul kebutuhan IKN. Jgn maksain sampai berhutang, rezim jokowi jg berpikir kasian penerus bangsa ini sdh banyak hutang

anak cucu kelak yg bayar hutang, kalo yg ngutang mah ya enak aja.",negative,"Kalo dana belum ada, lebih bagus ditunda dulu, lagian belum mendesak betul kebutuhan IKN. Jgn maksain sampai berhutang, rezim jokowi jg berpikir kasian penerus bangsa ini sdh banyak hutang

anak cucu kelak yg bayar hutang, kalo yg ngutang mah ya enak aja."
Haduh dr pagi dengerin berita IKN.. penajam paser haduuhh,negative,Haduh dr pagi dengerin berita IKN.. penajam paser haduuhh
maaf bgt tp uda trust issue duluan sm konsep ‘pembangunan yg sejalan dgn penghijauan’ pd akhirnya penghijauanya yg kalah xixixi yh kita tunggu sj hasilnya,negative,maaf bgt tp uda trust issue duluan sm konsep ‘pembangunan yg sejalan dgn penghijauan’ pd akhirnya penghijauanya yg kalah xixixi yh kita tunggu sj hasilnya
Haha ketauan jga panik panik ..IKN bisa mangkrak,negative,Haha ketauan jga panik panik ..IKN bisa mangkrak
"ditunda ya??
YA gimana bntar lagi mau pembangunan IKN sayang dong dananya gak masuk kantong",negative,"ditunda ya??
YA gimana bntar lagi mau pembangunan IKN sayang dong dananya gak masuk kantong"
"polanya sih mirip2paling ajaib DI JUAL kayak proyek2 infrastruktur lainnya...masa iya IKN bakal jadi ""kota bengkel"" kayak Kertajati",negative,"polanya sih mirip2paling ajaib DI JUAL kayak proyek2 infrastruktur lainnya...masa iya IKN bakal jadi ""kota bengkel"" kayak Kertajati"
Mending IKN yg diundur dari pada pilpresnya di undur,negative,Mending IKN yg diundur dari pada pilpresnya di undur
"Gampang dibuktiin apa bener ada jamtup/jamreknya, itu kan ditaruh di rekening bank q.q pemerintah.

Di daerah IKN itu, aktifitas tambangnya kemungkinan besar sebelum 2016.  Saat itu KPK aja bilang 80% IUP tidak CnC.  Apa mungkin ada jamrek ?",negative,"Gampang dibuktiin apa bener ada jamtup/jamreknya, itu kan ditaruh di rekening bank q.q pemerintah.

Di daerah IKN itu, aktifitas tambangnya kemungkinan besar sebelum 2016.  Saat itu KPK aja bilang 80% IUP tidak CnC.  Apa mungkin ada jamrek ?"
Ikatan Klenik Nusantara .... IKN,negative,Ikatan Klenik Nusantara .... IKN
"Saya rasa banyak yg bahagia adanya IKN ini.
Minimal pemilik lubang bekas tambang yg TIDAK melakukan Kewajiban Reklamasi Bekas Tambang.",negative,"Saya rasa banyak yg bahagia adanya IKN ini.
Minimal pemilik lubang bekas tambang yg TIDAK melakukan Kewajiban Reklamasi Bekas Tambang."
Apa kabar pembengkakan anggaran KCJB dan IKN.?? Belum pembengkakan anggaran proyek pembangunan infrastruktur nasional lainnya yang mencapai triliunan.?,negative,Apa kabar pembengkakan anggaran KCJB dan IKN.?? Belum pembengkakan anggaran proyek pembangunan infrastruktur nasional lainnya yang mencapai triliunan.?
lagi sibuk PDKT ma arab bang inves to the IKN,negative,lagi sibuk PDKT ma arab bang inves to the IKN
Kan prioritas IKN daripada rakyatnya yang sangat lelah antri minyak goreng.merdeka,negative,Kan prioritas IKN daripada rakyatnya yang sangat lelah antri minyak goreng.merdeka
"Tidak setuju! 
-UUD mengamanatkan pemilu dilaksanakan 5 thn sekali
-Pilkada 2020 tetap dilaksanakan disaat serangan covid19 lagi memuncak. 
-Kalau alasan perbaikan ekonomi, lebih baik pindahan ikn yg ditunda. 
Jadi pemilu 2024 harus diselenggarakan sesuai UU yg telah disahkan.",negative,"Tidak setuju! 
-UUD mengamanatkan pemilu dilaksanakan 5 thn sekali
-Pilkada 2020 tetap dilaksanakan disaat serangan covid19 lagi memuncak. 
-Kalau alasan perbaikan ekonomi, lebih baik pindahan ikn yg ditunda. 
Jadi pemilu 2024 harus diselenggarakan sesuai UU yg telah disahkan."
"Maksud hati keliling kota sama mamah adek, eh dijalan serba salah, sepanjang jalan, jalur kanan kiri mobil polisi, dari belakang diklakson mulu, antara menteri lewat atau gubernur-gubernur. Baru inget besok pada camping di IKN, dan hari ini udah pada dateng semua, mending dirumah",negative,"Maksud hati keliling kota sama mamah adek, eh dijalan serba salah, sepanjang jalan, jalur kanan kiri mobil polisi, dari belakang diklakson mulu, antara menteri lewat atau gubernur-gubernur. Baru inget besok pada camping di IKN, dan hari ini udah pada dateng semua, mending dirumah"
"Jangan-jangan IKN nanti akan bernasib sama, jadi IKN Ghoib",negative,"Jangan-jangan IKN nanti akan bernasib sama, jadi IKN Ghoib"
"Rakyat kecil sampai antri-antrean bertaruh nyawa demi seliter minyak goreng
Menkeu sibuk belanja oleh oleh
Menteri lainnya sibuk urus tunda pemilu
Bahkan presidennya mau berkemah di progran ikn barunya
Ndak ada yang mikiran kami rakyat 
Harus berjuang sendiri, atau bubar aja ya",negative,"Rakyat kecil sampai antri-antrean bertaruh nyawa demi seliter minyak goreng
Menkeu sibuk belanja oleh oleh
Menteri lainnya sibuk urus tunda pemilu
Bahkan presidennya mau berkemah di progran ikn barunya
Ndak ada yang mikiran kami rakyat 
Harus berjuang sendiri, atau bubar aja ya"
