text,label,text_clean
"Selalu sj ada alasan2 nda masuk akal buat tambah 3 periode.  Intinya pemilu harus di ganti sesuai aturan, aplg presiden skrg ngotot bangun ikn baru. Hadeeehh",negative,selalu sj ada alasan nda masuk akal buat tambah  periode intinya pemilu harus di ganti sesuai aturan aplg presiden skrg ngotot bangun ikn baru hadeeehh
"Giliran bangun IKN minta dukungan dari seluruh Indonesia, buat logo halal kenapa justru wayang yg jd simbol? negara koplak",negative,giliran bangun ikn minta dukungan dari seluruh indonesia buat logo halal kenapa justru wayang yg jd simbol negara koplak
"Ini sindiran buat RI satu, IKN juga pengen beres cepet katanya sebelum 2024 harus rampung. ( Pondasinya )...",negative,ini sindiran buat ri satu ikn juga pengen beres cepet katanya sebelum  harus rampung pondasinya
Berfikir agar ikn ini berlanjut n ga mangkrak kek hambalang,negative,berfikir agar ikn ini berlanjut  ga mangkrak kek hambalang
"Ikn kan bisa ngutang, kan emang gitu",negative,ikn kan bisa ngutang kan emang gitu
"#TolakPenundaanPemilu
#TolakPenundaanPemilu

Uang buat pemilu g ada, proyek pemindahan dan pembangunan ikn harus jalan, utang dah berjibun numpuk, n sekarang lagi perang yg membuat harga minyak naik.

Caranya menunda pemilu untuk menghindar dari pengakuan gagal mengelola negara",negative,tolak penundaan pemilu tolak penundaan pemilu uang buat pemilu  ada proyek pemindahan dan pembangunan ikn harus jalan utang dah berjibun numpuk  sekarang lagi perang yg membuat harga minyak naik caranya menunda pemilu untuk menghindar dari pengakuan gagal mengelola negara
"sekilas melihat wajah2 pejabrut di ikn saat nginap, tidak ada keceriaan.

wajah serius dan muram.

kira2 kenapa?",negative,sekilas melihat wajah pejabrut di ikn saat nginap tidak ada keceriaan wajah serius dan muram kira kenapa
"Dana IKN itu seolah olah aja ada bang, biar dilihat punya uang, gaya2an doang, nyatanya dan PEN yg mau digeser, dana Haji udh nguap, dana bpjs udh dipake buat golf, jln tol zonk..!! Yg 11.000T cuma hoax, mau pemilu dananya ga ada minta diundur, bulog intervensi pasar sisa kolor!",negative,dana ikn itu seolah olah aja ada bang biar dilihat punya uang gayaan doang nyatanya dan pen yg mau digeser dana haji udh nguap dana bpjs udh dipake buat golf jln tol zonk yg  cuma hoax mau pemilu dananya ga ada minta diundur bulog intervensi pasar sisa kolor
"IKN blm dibangun..ngantor disana sama siapa?
Klo msh ngantor di jakarta..berarti di jakarta ada dua kepala daerah
Sing mboten-mbiten wae loe mah jok..",negative,ikn blm dibangun ngantor disana sama siapa klo msh ngantor di jakarta berarti di jakarta ada dua kepala daerah sing mboten-mbiten wae loe mah jok
Sayang ya IKN gak jd pindah ke jonggol,negative,sayang ya ikn gak jd pindah ke jonggol
"Ya Allah hanya kepada Mu kami bertawakal. Atas minyak goreng, IKN, Radikalisasi dan fitnah terorisme.
#PrayForDokterSunardi 
#BahagiaSambutRamadhan",negative,ya allah hanya kepada mu kami bertawakal atas minyak goreng ikn radikalisasi dan fitnah terorisme pray for dokter sunardi bahagia sambut ramadhan
"Ya lebih baik berkemah di IKN, klu bs netap d Kubung perkemahan  keluyuran sj k mana mana nanganin minyak goreng sj kg bisa",negative,ya lebih baik berkemah di ikn klu bs netap  kubung perkemahan keluyuran sj  mana mana nanganin minyak goreng sj kg bisa
Jika Presiden baru 2024 tidak mau berkantor di IKN maka seperti Hambalang juga cerita pilunya. Bakalan ramai.,negative,jika presiden baru  tidak mau berkantor di ikn maka seperti hambalang juga cerita pilunya bakalan ramai
"Makanya mw lanjutin ke 3 periode, atau minimal 3thn ke dpn lah. Jd bsa jln tuh proyek, klo 2024 ganti presiden. Sya yakin siapapun presidennya ga bakalan lanjutin ni IKN.",negative,makanya mw lanjutin ke  periode atau minimal thn ke dpn lah jd bsa jln tuh proyek klo  ganti presiden sya yakin siapapun presidennya ga bakalan lanjutin ni ikn
"Sama seperti Pak Jokowi.
Bukannya memikirkan kesejahteraan rakyat dengan meningkatkan pertumbuhan ekonomi, membuka lowongan kerja dan menjaga stabilitas harga, eh...malah mikirin IKN dan Infrastuktur melulu.
Benar-benar persoalan ego yang mengorbankan kepentingan hidup rakyat.",negative,sama seperti pak jokowi bukannya memikirkan kesejahteraan rakyat dengan meningkatkan pertumbuhan ekonomi membuka lowongan kerja dan menjaga stabilitas harga eh malah mikirin ikn dan infrastuktur melulu benar-benar persoalan ego yang mengorbankan kepentingan hidup rakyat
"Untuk apa gunanya berkemah? Ada yg bisa jelaskan? Mau bangun IKN uangnya tdk ada, yg tadinya maupun sudah gak mau lagi, Want Arab dibujuk bujuk juga cuman kasih kurma tok sambil selfie, APBN sudah habis. Cina, Eropah, amrik bilang ini proyek Dongok. Jadi untuk apa kemah.",negative,untuk apa gunanya berkemah ada yg bisa jelaskan mau bangun ikn uangnya tdk ada yg tadinya maupun sudah gak mau lagi want arab dibujuk bujuk juga cuman kasih kurma tok sambil selfie apbn sudah habis cina eropah amrik bilang ini proyek dongok jadi untuk apa kemah
"Rakyat jg pusing pak, minyak goreng susah, bahan pokok naik.
Bpk sibuk pindah IKN, mendag nuduh emak² nimbun minyak yg dpt 1 liter aja susah. Gimana mau nimbun.",negative,rakyat jg pusing pak minyak goreng susah bahan pokok naik bpk sibuk pindah ikn mendag nuduh emak nimbun minyak yg dpt  liter aja susah gimana mau nimbun
Rasain lu...makan tuh IKN...,negative,rasain lu makan tuh ikn
IKATAN KENDI NUSANTARA (IKN),negative,ikatan kendi nusantara ikn
Suruh bawa air ke IKN saja bohong dg bawa air dari luar daerahnya. Hal kecil saja bohong,negative,suruh bawa air ke ikn saja bohong dg bawa air dari luar daerahnya hal kecil saja bohong
"Itu resiko pemerintah yang tidak bisa ngurus harga"" sembako,  wajar lah rakyat teriak"" denfan kelangkaannya migor, harga daging naik,  harga gula naik. Sedang pemerintah malah sibuk ngurusin IKN.  :)) jangan egois lah,",negative,itu resiko pemerintah yang tidak bisa ngurus harga sembako wajar lah rakyat teriak denfan kelangkaannya migor harga daging naik harga gula naik sedang pemerintah malah sibuk ngurusin ikn jangan egois lah
"Perihal apa yg mendesak sehingga IKN harus dpaksakan?
Minyak aja ga kelar2, nasib guru honorer ga jelas, alangkah baiknya klw dana itu d alihkan untuk hal2 yg lebih penting pak.",negative,perihal apa yg mendesak sehingga ikn harus dpaksakan minyak aja ga kelar nasib guru honorer ga jelas alangkah baiknya klw dana itu  alihkan untuk hal yg lebih penting pak
Semoga ikn gatot,negative,semoga ikn gatot
"YIM dlm tulisannya, konstitusi memungkinkan diamandemen dgn persyaratan tertentu. Buktinya sdh 4x direvisi. Prinsip KEUANGAN YG MAHA KUASA, mjd alasan pragmatis unt membeli & memuluskan perpanjangan masa jabatan Presiden/lanjut 3 periode demi proyek IKN dll, yg nilainya ribuan T?",negative,yim dlm tulisannya konstitusi memungkinkan diamandemen dgn persyaratan tertentu buktinya sdh  direvisi prinsip keuangan yg maha kuasa mjd alasan pragmatis unt membeli memuluskan perpanjangan masa jabatan presidenlanjut  periode demi proyek ikn dll yg nilainya ribuan 
PLEASEEE aku takut banget anak ikn dibilang mirip blablabla TAKUT soalnya ujung ujungnya ikn jadi dibenci sama fandom yg miripin mereka  mereka yg miripin mereka juga yang gak suka,negative,pleaseee aku takut banget anak ikn dibilang mirip blablabla takut soalnya ujung ujungnya ikn jadi dibenci sama fandom yg miripin mereka mereka yg miripin mereka juga yang gak suka
Masalah membawa tanah dan kendi ke ritual di IKN,negative,masalah membawa tanah dan kendi ke ritual di ikn
"Pagi bapak,apa urusan IKN lebih penting dari urusan minyak goreng yg lagi langka? Mw berapa korban lagi pak? Ga sayang banget sih sama Rakyat....",negative,pagi bapak apa urusan ikn lebih penting dari urusan minyak goreng yg lagi langka mw berapa korban lagi pak ga sayang banget sih sama rakyat
IKN berarti proyek ASENG.,negative,ikn berarti proyek aseng
"Dimulai dengan sukses esemka, diakhiri dengan sukses ikn (untuk yang masih percaya).",negative,dimulai dengan sukses esemka diakhiri dengan sukses ikn untuk yang masih percaya
Pemerintah terlalu radikal dan khawatir IKN akan dibatalkan oleh presiden selanjutnya,negative,pemerintah terlalu radikal dan khawatir ikn akan dibatalkan oleh presiden selanjutnya
"Pembalasan dendam terindah adalah saat Softbank membatalkan pembiayaan IKN. Itu pembalasan kereta cepat Jakarta Bandung  yg di bajak China proyeknya .  Sungguh indah pembalasan dengan penuh kesabaran.  @bengkeldodo_  
@Eneos2017
 @Nisaa_C_Almeer
 @hitamsays
 @GondhoWage",negative,pembalasan dendam terindah adalah saat softbank membatalkan pembiayaan ikn itu pembalasan kereta cepat jakarta bandung yg di bajak china proyeknya sungguh indah pembalasan dengan penuh kesabaran
"Prediksi saya IKN GAJADI dah....
Mudah2an ga nekad, trus dikasih China lagi.... Bisa AMBYAR, Ndoro",negative,prediksi saya ikn gajadi dah mudahan ga nekad trus dikasih china lagi bisa ambyar ndoro
Suruh jualin saja IKN nya,negative,suruh jualin saja ikn nya
"Hutang merokoket, masih berupaya keras bangun IKN dengan hutang apa urgen IKN bagi Indonesia .. ?",negative,hutang merokoket masih berupaya keras bangun ikn dengan hutang apa urgen ikn bagi indonesia
"Buru2amat bangun IKN ditengah banyaknya krisis, mana yg bertanggung jawab nya itu pengusaha sukses Beuh",negative,buruamat bangun ikn ditengah banyaknya krisis mana yg bertanggung jawab nya itu pengusaha sukses beuh
"setiap anggota TNI/Polri punya hak berpendapat di WAGnya tentang IKN karena hak pribadi, kenapa presiden galau, aneh bin tudong",negative,setiap anggota tnipolri punya hak berpendapat di wagnya tentang ikn karena hak pribadi kenapa presiden galau aneh bin tudong
Ovt tidak penting: besok kalo tinggal di IKN anak ak bisa sekolah di tempat2 bagus ga ya...,negative,ovt tidak penting besok kalo tinggal di ikn anak ak bisa sekolah di tempat bagus ga ya
Lanjutkan... IKN. Sampe semua kebagian banyak...,negative,lanjutkan ikn sampe semua kebagian banyak
"mereka terbahak menyaksikan pemandangan ini.. 

sambil tanda tangan pelantikan kepala ikn",negative,mereka terbahak menyaksikan pemandangan ini sambil tanda tangan pelantikan kepala ikn
Dia lebih utamakan kunjungan IKN daripada rakyatnya... kasian deh lu cebong..,negative,dia lebih utamakan kunjungan ikn daripada rakyatnya kasian deh lu cebong
Biarin aja yg mo camping di IKN nbiar bahagia gak usah ngurusin minyak goreng murah yg langka.,negative,biarin aja yg mo camping di ikn nbiar bahagia gak usah ngurusin minyak goreng murah yg langka
"IKN nyedot perhatian pejabat papan atas, minyak goreng nguras keringat antri rakyat garis bawah. Maaf cuman tanya, penting mana sih IKN ma minyak goreng?",negative,ikn nyedot perhatian pejabat papan atas minyak goreng nguras keringat antri rakyat garis bawah maaf cuman tanya penting mana sih ikn ma minyak goreng
"Anjingggg migor ini, pemerintah malah sibuk urus IKN dan 3 Periode  mana mau urus yg beginian? Kalau musim Pemilu baru dekat dg rakyat,",negative,anjingggg migor ini pemerintah malah sibuk urus ikn dan  periode mana mau urus yg beginian kalau musim pemilu baru dekat dg rakyat
"Gak butuh ikn, butuhnya minyak! Bini dah ngomel mulu!",negative,gak butuh ikn butuhnya minyak bini dah ngomel mulu
"Puncaknya ketika di malam tirakatan di lok kemah ada doa, yg ulama doa bersama, yg paranormal doa ke jin, demit, gendruwo, setan alas supaya jangan ganggu yg lg kemah dan IKN lancar",negative,puncaknya ketika di malam tirakatan di lok kemah ada doa yg ulama doa bersama yg paranormal doa ke jin demit gendruwo setan alas supaya jangan ganggu yg lg kemah dan ikn lancar
"Di Kanada udah berlaku tuh. 

Paling bentar lg juga niru. 
Apalagi negara lagi bener2 butuh duit utk persiapan pilpres dan IKN",negative,di kanada udah berlaku tuh paling bentar lg juga niru apalagi negara lagi bener butuh duit utk persiapan pilpres dan ikn
"#Koruptor lagi Pesta Pora di #ikn, 

Pesta Demokrasi nanti ajalah ya, lagi asik nih...
@fadlizon
 
@Fahrihamzah",negative,koruptor lagi pesta pora di ikn pesta demokrasi nanti ajalah ya lagi asik nih
"Bangun ikn berteknologi canggih masih aja mau pakai ala gituan, Entar kalau ada kontraktor gak tahan dgn hawa alam kek gitu ksurupan dan mencret2an dan batal kerja camana itu...",negative,bangun ikn berteknologi canggih masih aja mau pakai ala gituan entar kalau ada kontraktor gak tahan dgn hawa alam kek gitu ksurupan dan mencretan dan batal kerja camana itu
Dan mukidi cuman diem bae. Kyak gak trjadi ap2. Yg diurusin cuman radikal radikul. Giliran mreka mrengsek masuk ke kawasan IKN bru ketar ketir.,negative,dan mukidi cuman diem bae kyak gak trjadi ap yg diurusin cuman radikal radikul giliran mreka mrengsek masuk ke kawasan ikn bru ketar ketir
"Emangnya proyek IKN itu bukan fisik ya? Trus apa lagi dong yg perlu dibangun disana? Emangnya proyek IKN itu ada membuat manusia baru? Klo calon pemimpin otorita bukan termasuk proyek, dia itu pribadi bukan barang.",negative,emangnya proyek ikn itu bukan fisik ya trus apa lagi dong yg perlu dibangun disana emangnya proyek ikn itu ada membuat manusia baru klo calon pemimpin otorita bukan termasuk proyek dia itu pribadi bukan barang
Maunya Arab Saudi ikut mundur dr proyek ikn,negative,maunya arab saudi ikut mundur dr proyek ikn
"Pusing jg karena pandemi belum reda, tapi ada IKN baru, masa jabatan presiden mau ditambah, masa tahanan tersangka korupsi dikurangi, urusan kendeng dan wadasa belum tuntas, pusing juga kita masyarakat ini punya pemerintahan spt skg.",negative,pusing jg karena pandemi belum reda tapi ada ikn baru masa jabatan presiden mau ditambah masa tahanan tersangka korupsi dikurangi urusan kendeng dan wadasa belum tuntas pusing juga kita masyarakat ini punya pemerintahan spt skg
"Mending bikin acara live, sampaikan maksud n program kerja ikn....
Klo swa foto bisa jadi multitafsir",negative,mending bikin acara live sampaikan maksud  program kerja ikn klo swa foto bisa jadi multitafsir
"Nalarnya dimana.....
Katanya mau bangun kota modern, ko berbasis dukun, bukan AMDAL dan hasil kajian ilmiah. Kl cerdas, Gub kemarin diundang dan diberi pemaparan msl AMDAL, Proyeksi bisnis dll kedepan IKN itu, bukan diajak musyrik n klenik gitu...
Wajar Softbank mundur...",negative,nalarnya dimana katanya mau bangun kota modern ko berbasis dukun bukan amdal dan hasil kajian ilmiah kl cerdas gub kemarin diundang dan diberi pemaparan msl amdal proyeksi bisnis dll kedepan ikn itu bukan diajak musyrik  klenik gitu wajar softbank mundur
"Semua topik dibahas untuk mengalihkan perhatian masyarakat dari Kinerja Pemerintah Berkuasa,Persoalan TOA kemarin dah berhasil, sekarang obok-obok sejarah utk seleksi Pro Orde Baru,Dugaan Korupsi dan ""Money Laundry"" anak-anak Pak Lurah, Kerusakan Alam Akibat IKN, dan Wadas.",negative,semua topik dibahas untuk mengalihkan perhatian masyarakat dari kinerja pemerintah berkuasa persoalan toa kemarin dah berhasil sekarang obok-obok sejarah utk seleksi pro orde baru dugaan korupsi dan money laundry anak-anak pak lurah kerusakan alam akibat ikn dan wadas
gw milih pemilu daripada ikn.. nyawanya demokrasi ya pemilu itu.,negative,gw milih pemilu daripada ikn nyawanya demokrasi ya pemilu itu
Kalau kerusuhan jokowi tinggal buat kemah di hutan ikn gampang,negative,kalau kerusuhan jokowi tinggal buat kemah di hutan ikn gampang
Oligarki memang mempersiapkan beberapa pion yg seolah2 saling beroposisi tapi sebenarnya zero sum game. Ingat persaingan prabowo Jkw 2019. Lahan HPH Prabowo berada tepat di atas IKN. Umat butuh perubahan mendasar. #Khilafah,negative,oligarki memang mempersiapkan beberapa pion yg seolah saling beroposisi tapi sebenarnya zero sum game ingat persaingan prabowo jkw  lahan hph prabowo berada tepat di atas ikn umat butuh perubahan mendasar khilafah
IKN bisa ditunda.. tunggu ekonomi meroket dulu..,negative,ikn bisa ditunda tunggu ekonomi meroket dulu
"Lain kali libatkan sejarawan dan budayawan Betawi.

Jangan membawa kepentingan politik sesaat dalam catatan sejarah NKRI di IKN Nusantara.

Ini PELECEHAN BUDAYA BETAWI !

Tindakan ini sangat MEMALUKAN 
@Humas_DKI
 
@DKIJakarta
 
@Betawi",negative,lain kali libatkan sejarawan dan budayawan betawi jangan membawa kepentingan politik sesaat dalam catatan sejarah nkri di ikn nusantara ini pelecehan budaya betawi tindakan ini sangat memalukan
"duh pak, ngurus migor aja gak bisa. gimana nanti dengan sebesar proyek IKN, kalau mangkrak bakalan diketawain sedunia.",negative,duh pak ngurus migor aja gak bisa gimana nanti dengan sebesar proyek ikn kalau mangkrak bakalan diketawain sedunia
"Biar nanti menunggu presiden yang kuat saja, yg bisa pindahkan IKN.",negative,biar nanti menunggu presiden yang kuat saja yg bisa pindahkan ikn
Ciyeee yg punya IKN ngambekan,negative,ciyeee yg punya ikn ngambekan
"Bumn negara sdh gak brdaya, tnggl disentil sj jatuh, sembako dibajak oleh swasta krn skrng smua boleh bermain di area yg dlu dikuasai negara..
Negeri lagi sakit dr smua lini, nmun mngherankn IKN msh diperthnkn bhkn jk negara kolaps skalipn..",negative,bumn negara sdh gak brdaya tnggl disentil sj jatuh sembako dibajak oleh swasta krn skrng smua boleh bermain di area yg dlu dikuasai negara negeri lagi sakit dr smua lini nmun mngherankn ikn msh diperthnkn bhkn jk negara kolaps skalipn
